text_id;tweet_cleaned_id;tweet_preprocessed
Polisi Klaim ETLE Lebih Efektif Tindak Pelanggaran Dibandingkan Tilang Manual https://t.co/72r7yZgFKA;polisi klaim etle lebih efektif tindak pelanggaran dibandingkan tilang manual ;['polisi', 'klaim', 'etle', 'efektif', 'tindak', 'langgar', 'banding', 'bukti', 'langgar', 'manual']
@bangwinissimo Kenapa ga lsg cegat di jalan, scan stnk. Keluar deh tuh tilang elektronik. Yg ga bawa stnk diangkut kendaraannya. Ribet amat...; kenapa ga lsg cegat di jalan scan stnk keluar deh tuh tilang elektronik yg ga bawa stnk diangkut kendaraannya ribet amat;['lsg', 'cegat', 'jalan', 'scan', 'stnk', 'deh', 'tuh', 'bukti', 'langgar', 'elektronik', 'bawa', 'stnk', 'angkut', 'kendara', 'praktis']
Operasi Zebra Dimulai, Pelanggar Lalu Lintas Siap-siap Terjaring, Kombes Hilman: Terapkan e-Tilang dan Teguran https://t.co/sHcQFJa34E;operasi zebra dimulai pelanggar lalu lintas siapsiap terjaring kombes hilman terapkan etilang dan teguran ;['operasi', 'zebra', 'langgar', 'lintas', 'siapsiap', 'jaring', 'kombes', 'hilman', 'terap', 'etilang', 'tegur']
@ndagels @arifdiamanta Orang jekate emang Piter ya.mereka tau di trotoar ga ada ETle;  orang jekate emang piter yamereka tau di trotoar ga ada etle;['orang', 'jekate', 'emang', 'piter', 'yamereka', 'trotoar', 'etle']
"Satlantas Polres Indramayu sudah memberlakukan Tilang Elektronik / ETLE Mobile.
Yuks tertib dalam berlalulintas demi keselamatan kita bersama.

#PolriPresisi
#PolriPresisi2022 https://t.co/2kzc5qJsGH";satlantas polres indramayu sudah memberlakukan tilang elektronik  etle mobile yuks tertib dalam berlalulintas demi keselamatan kita bersama   ;['satlantas', 'polres', 'indramayu', 'laku', 'bukti', 'langgar', 'elektronik', 'etle', 'mobile', 'yuks', 'tertib', 'berlalulintas', 'selamat']
"Sosialisasi E-TLE ( Elektronic Trafic Law Enforvement ) Di ogan Komering Ilir Untuk Mengantisiapasi , Dan Mengurangi Pelanggar Lalu Lintas

"" RINGANKAN TANGAN , UNTUK MEMBERIKAN KEBAIKAN ""
. https://t.co/eeDsA4ZTAM";sosialisasi etle  elektronic trafic law enforvement  di ogan komering ilir untuk mengantisiapasi  dan mengurangi pelanggar lalu lintas  ringankan tangan  untuk memberikan kebaikan   ;['sosialisasi', 'etle', 'elektronic', 'trafic', 'law', 'enforvement', 'ogan', 'komering', 'ilir', 'mengantisiapasi', 'kurang', 'langgar', 'lintas', 'ringan', 'tangan', 'baik']
Operasi Zebra 2022 berlangsung hingga 16 Oktober, pengendara perlu mengetahui cara urus tilang elektronik saat lakukan pelanggaran https://t.co/3jOaFM4mO2;operasi zebra  berlangsung hingga  oktober pengendara perlu mengetahui cara urus tilang elektronik saat lakukan pelanggaran ;['operasi', 'zebra', 'oktober', 'kendara', 'urus', 'bukti', 'langgar', 'elektronik', 'laku', 'langgar']
"08.36: RT @atoxmorrison : Mohon untuk ditempatkan kamera etle di cawang dan GT Cawang 
#ElshintaOnAir
https://t.co/8Sz8C7DvLB"; rt   mohon untuk ditempatkan kamera etle di cawang dan gt cawang  ;['rt', 'mohon', 'tempat', 'kamera', 'etle', 'cawang', 'cawang']
@txtdrimedia Trabas lampu merah kena e-tle, trabas lampu hijau melanggar lalu lintas, jd yg bnr trabas lampu kuning. Knp gak ganti aja y merah dan hijau nya jd kuning semua; trabas lampu merah kena etle trabas lampu hijau melanggar lalu lintas jd yg bnr trabas lampu kuning knp gak ganti aja y merah dan hijau nya jd kuning semua;['trabas', 'lampu', 'merah', 'kena', 'etle', 'trabas', 'lampu', 'hijau', 'langgar', 'lintas', 'bnr', 'trabas', 'lampu', 'kuning', 'ganti', 'ya', 'merah', 'hijau', 'nya', 'kuning']
Polisi meminta masyarakat berhati-hati terhadap modus penipuan yang mengatasnamakan sistem tilang elektronik melalui aplikasi pesan singkat WhatsApp. #penipuan https://t.co/iFS4qHUu2X;polisi meminta masyarakat berhatihati terhadap modus penipuan yang mengatasnamakan sistem tilang elektronik melalui aplikasi pesan singkat whatsapp  ;['polisi', 'masyarakat', 'berhatihati', 'modus', 'tipu', 'mengatasnamakan', 'sistem', 'bukti', 'langgar', 'elektronik', 'aplikasi', 'pesan', 'singkat', 'whatsapp']
Ini rencana aku kalau ETLE udah fix di Pontianak 😆;ini rencana aku kalau etle udah fix di pontianak ;['rencana', 'etle', 'fix', 'pontianak']
Yaa selain ETLE, tilang manual jg kudunya tetap ada, jd supaya lebih tertib gt...;yaa selain etle tilang manual jg kudunya tetap ada jd supaya lebih tertib gt;['yaa', 'etle', 'bukti', 'langgar', 'manual', 'kudu', 'tertib']
Polisi meniadakan tilang manual untuk menindak pelanggaran aturan lalu lintas. Sebagai gantinya, polisi memasang kamera ETLE di berbagai penjuru kota. https://t.co/BdnMuf5hc0;polisi meniadakan tilang manual untuk menindak pelanggaran aturan lalu lintas sebagai gantinya polisi memasang kamera etle di berbagai penjuru kota ;['polisi', 'tiada', 'bukti', 'langgar', 'manual', 'tindak', 'langgar', 'atur', 'lintas', 'ganti', 'polisi', 'pasang', 'kamera', 'etle', 'penjuru', 'kota']
Kamera tilang elektronik akan dibekali teknologi face recognition, yang bisa mengenali pengemudi yang belum punya SIM. https://t.co/Ss12CekLwB;kamera tilang elektronik akan dibekali teknologi face recognition yang bisa mengenali pengemudi yang belum punya sim ;['kamera', 'bukti', 'langgar', 'elektronik', 'bekal', 'teknologi', 'face', 'recognition', 'nali', 'kemudi', 'sim']
@RajMahajan1 @CMOGuj @PMOIndia @collectorsurat Bhai junagadh jilla ni hu last  6 monthi  thi complen  aj વિભાગમાં director tusar dholkiya sir ne writing ✍️ ma krel pn  aj din  sudhi  koyj  kryvahi  nathi  ty  etle apexa  muki  do  mara bhai9978408055 a nuber tusar sir na che ap direct  contek  karo  ky tpas ty to;    bhai junagadh jilla ni hu last  monthi thi complen aj વિભાગમાં director tusar dholkiya sir ne writing  ma krel pn aj din sudhi koyj kryvahi nathi ty etle apexa muki do mara bhai a nuber tusar sir na che ap direct contek karo ky tpas ty to;['bhai', 'junagadh', 'jilla', 'hu', 'last', 'monthi', 'thi', 'complen', '', 'director', 'tusar', 'dholkiya', 'sir', 'writing', 'ma', 'krel', 'pn', 'din', 'sudhi', 'koyj', 'kryvahi', 'nathi', 'ty', 'etle', 'apexa', 'muk', 'do', 'mara', 'bhai', 'a', 'nuber', 'tusar', 'sir', 'na', 'che', 'direct', 'contek', 'karo', 'tpas', 'ty', 'to']
Wkwkwk 2hr nrima 4surat e-tilang😂 user suruh pake seatbelt pada susah bgt deh buset;wkwkwk hr nrima surat etilang user suruh pake seatbelt pada susah bgt deh buset;['tertawa', 'nrima', 'surat', 'etilang', 'user', 'suruh', 'pakai', 'seatbelt', 'susah', 'banget', 'deh', 'buset']
"Begini Cara Mengurus Tilang Elektronik

https://t.co/JskLWE12ag

#infopenting #urus #tilangelektronik #tilang #etle #poldametrojaya #polisiindonesia #polri";begini cara mengurus tilang elektronik         ;['urus', 'bukti', 'langgar', 'elektronik']
"kenali jenjs pelanggaran E- Tilang Motor

@divisihumaspolri 
@humas_poldajateng 
@ariwibowo202
@satlantas_polres_pemalang
#polripresisi#pemalang # #ETLE https://t.co/Dfg4MzDfXr";kenali jenjs pelanggaran e tilang motor        ;['kenal', 'jenjs', 'langgar', 'e', 'bukti', 'langgar', 'motor']
Tilang elektronik melalui Electronic Traffic Law Enforcement (ETLE) juga menyasar warga negara asing (WNA). https://t.co/WxnpcNQNYI;tilang elektronik melalui electronic traffic law enforcement etle juga menyasar warga negara asing wna ;['bukti', 'langgar', 'elektronik', 'electronic', 'traffic', 'law', 'enforcement', 'etle', 'sasar', 'warga', 'negara', 'asing', 'wna']
Begini Curhat Polisi Setelah Tilang Manual Dihapus dan Hanya Mengandalkan ETLE, Polisi Tak Lagi Berwibawa? https://t.co/JtIMs81DCw;begini curhat polisi setelah tilang manual dihapus dan hanya mengandalkan etle polisi tak lagi berwibawa ;['curhat', 'polisi', 'bukti', 'langgar', 'manual', 'hapus', 'andal', 'etle', 'polisi', 'wibawa']
Perpisahan dengan Anies, Kapolda Metro Jaya: Terima Kasih Atas Hibah Rusun hingga ETLE https://t.co/JUE87y3jjm;perpisahan dengan anies kapolda metro jaya terima kasih atas hibah rusun hingga etle ;['pisah', 'anies', 'kapolda', 'metro', 'jaya', 'terima', 'kasih', 'hibah', 'rusun', 'etle']
Polres Cimahi Berlakukan Tilang Elektronik Mobile per 1 Januari 2023 https://t.co/9AtE8xvoB5;polres cimahi berlakukan tilang elektronik mobile per  januari  ;['polres', 'cimahi', 'laku', 'bukti', 'langgar', 'elektronik', 'mobile', 'januari']
Cara Cek Kendaraan Kena Tilang Elektronik | Potret Blora https://t.co/6WW1OjosCI;cara cek kendaraan kena tilang elektronik  potret blora ;['cek', 'kendara', 'kena', 'bukti', 'langgar', 'elektronik', 'potret', 'blora']
1012 Pengendara Terjaring Tilang Berbasis ETLE dalam Operasi Zebra Candi 2022 Polres Kebumen https://t.co/s4gyMe088S; pengendara terjaring tilang berbasis etle dalam operasi zebra candi  polres kebumen ;['kendara', 'jaring', 'bukti', 'langgar', 'bas', 'etle', 'operasi', 'zebra', 'candi', 'polres', 'kebumen']
"Penerapan Tilang Elektronik, Dirlantas Polda Metro Jaya: Ajak Kedewasaan Pengendara https://t.co/EPUzWwbWoF
#tilangelektronik #poldametrojaya";penerapan tilang elektronik dirlantas polda metro jaya ajak kedewasaan pengendara   ;['terap', 'bukti', 'langgar', 'elektronik', 'dirlantas', 'polda', 'metro', 'jaya', 'ajak', 'dewasa', 'kendara']
Sambut Baik Kebijakan Tilang Elektronik, Kompolnas: Edukasi Masyarakat Tertib Berlalu Lintas https://t.co/0VnwyAWcuP;sambut baik kebijakan tilang elektronik kompolnas edukasi masyarakat tertib berlalu lintas ;['sambut', 'bijak', 'bukti', 'langgar', 'elektronik', 'kompolnas', 'edukasi', 'masyarakat', 'tertib', 'lintas']
Sistem Transaksi Jalan Tol Nirsentuh Akan Terhubung dengan Tilang Elektronik https://t.co/KLvjx3SKla #TempoBisnis;sistem transaksi jalan tol nirsentuh akan terhubung dengan tilang elektronik  ;['sistem', 'transaksi', 'jalan', 'tol', 'nirsentuh', 'hubung', 'bukti', 'langgar', 'elektronik']
@glawrei @Psychobear11 @undipmenfess E-TLE itu kan ada 2 sistem, yang pertama tilang dari CCTV trus yang kedua stastis/mobile. Jadi nilang nya pake perangkat petugas manual gitu.;   etle itu kan ada  sistem yang pertama tilang dari cctv trus yang kedua stastismobile jadi nilang nya pake perangkat petugas manual gitu;['etle', 'sistem', 'bukti', 'langgar', 'cctv', 'trus', 'stastismobile', 'tilang', 'nya', 'pakai', 'perangkat', 'tugas', 'manual', 'gitu']
Pekan Depan, Ditlantas Polda Metro Jaya Akan Luncurkan E-TLE Mobile https://t.co/SWhtBoBJp3;pekan depan ditlantas polda metro jaya akan luncurkan etle mobile ;['pekan', 'ditlantas', 'polda', 'metro', 'jaya', 'luncur', 'etle', 'mobile']
"""Saya menyambut baik dan mendukung pemberlakuan e-tilang mengingat dinamika tilang manual rentan disalahgunakan oleh pengendara maupun oknum polisi. E-tilang ini diharapkan mampu membangun kesadaran pengendara dan pengguna jalan untuk tertib berlalu lintas."" 

Didik Mukrianto https://t.co/fsznoy6RtG";saya menyambut baik dan mendukung pemberlakuan etilang mengingat dinamika tilang manual rentan disalahgunakan oleh pengendara maupun oknum polisi etilang ini diharapkan mampu membangun kesadaran pengendara dan pengguna jalan untuk tertib berlalu lintas didik mukrianto ;['sambut', 'dukung', 'laku', 'etilang', 'dinamika', 'bukti', 'langgar', 'manual', 'rentan', 'disalahgunakan', 'kendara', 'oknum', 'polisi', 'etilang', 'harap', 'bangun', 'sadar', 'kendara', 'guna', 'jalan', 'tertib', 'lintas', 'didik', 'mukrianto']
wkwkwk bangkeee kena e-tilang for the first time;wkwkwk bangkee kena etilang for the first time;['tertawa', 'bangkee', 'kena', 'etilang', 'for', 'the', 'first', 'time']
"Sosialisasi ETLE &amp; Aplikasi Smart City Banyuasin Dulur Kito

AKP @indrowono Kasat Lantas beserta Asisten III  @pemkab.banyuasin dengan didampingi KBO Lantas, para Kanit dan Personil PATAKA Sat Lantas Polres Banyuasin pada hari Rabu, 14 Desember 2022 giat sosialisasi ETLE dan https://t.co/c3cuqfMbo0";sosialisasi etle dan aplikasi smart city banyuasin dulur kito akp  kasat lantas beserta asisten ii  dengan didampingi kbo lantas para kanit dan personil pataka sat lantas polres banyuasin pada hari rabu  desember  giat sosialisasi etle dan ;['sosialisasi', 'etle', 'aplikasi', 'smart', 'city', 'banyuasin', 'saudara', 'kito', 'akp', 'kepala', 'satu', 'lantas', 'serta', 'asisten', 'ii', 'damping', 'kbo', 'lantas', 'kanit', 'personil', 'pataka', 'sat', 'lantas', 'polres', 'banyuasin', 'rabu', 'desember', 'giat', 'sosialisasi', 'etle']
@onecak Memudahkan ETLE; memudahkan etle;['mudah', 'etle']
"Kehadiran E-TLE Tol Trans Sumatera Mampu Wujudkan Kamseltibcarlantas

https://t.co/XDyYiXK8vv

#akbpjohansonsianturi  #juditogel 
#kapoldasumut  #kapolrestaput 
#kapolrestapanuliutara  #mabespolri 
#poldasumaterautara  #poldasumut 
#polrestapanuliutara  #polrestaput https://t.co/lAO5VFfgNk";kehadiran etle tol trans sumatera mampu wujudkan kamseltibcarlantas            ;['hadir', 'etle', 'tol', 'trans', 'sumatra', 'wujud', 'kamseltibcarlantas']
"Giat kampanye dan sosialisasi ETLE (electronic traffic law enforcement) kepada masyarakat kota prabumulih , Selasa 1 november 2022

@NTMCLantasPolri
@PolisiSumsel
@NTMCSumsel
@SosmedNtmc
https://t.co/yk1mkE73Mq";giat kampanye dan sosialisasi etle electronic traffic law enforcement kepada masyarakat kota prabumulih  selasa  november      ;['giat', 'kampanye', 'sosialisasi', 'etle', 'electronic', 'traffic', 'law', 'enforcement', 'masyarakat', 'kota', 'prabumulih', 'selasa', 'november']
"Giat pemantauan arus lalu lintas Kota Pekanbaru melalui CCTV RTMC, ETLE &amp; Si Talam Manis Presisi, di ruangan RTMC Ditlantas Polda Riau.
Minggu (27/11) Pagi 

@HumasPoldaRiau @indo_pol @infoPKU @infoRIAU @NTMCLantasPolri

#StopPelanggaranStopKecelakaanKeselamatanUntukKemanusiaan https://t.co/r3ElaY8aM2";giat pemantauan arus lalu lintas kota pekanbaru melalui cctv rtmc etle dan si talam manis presisi di ruangan rtmc ditlantas polda riau minggu  pagi       ;['giat', 'pantau', 'arus', 'lintas', 'kota', 'pekanbaru', 'cctv', 'rtmc', 'etle', 'si', 'talam', 'manis', 'presisi', 'ruang', 'rtmc', 'ditlantas', 'polda', 'riau', 'minggu', 'pagi']
Data gar lantas menggunakan HP saat berkendara yang tercapture kamera Etle https://t.co/lc8Zi8NSJL;data gar lantas menggunakan hp saat berkendara yang tercapture kamera etle ;['data', 'gar', 'lantas', 'hp', 'kendara', 'tercapture', 'kamera', 'etle']
Polri: Pelat Nomor Dicopoti demi Hindari Tilang Elektronik Melanggar Hukum https://t.co/ahKEfR5EZV;polri pelat nomor dicopoti demi hindari tilang elektronik melanggar hukum ;['polri', 'pelat', 'nomor', 'copot', 'hindar', 'bukti', 'langgar', 'elektronik', 'langgar', 'hukum']
Kapolda Aceh Lihat Sistem Tilang ETLE https://t.co/l6f7jntRxF;kapolda aceh lihat sistem tilang etle ;['kapolda', 'aceh', 'lihat', 'sistem', 'bukti', 'langgar', 'etle']
Sejauh rumah ke alfa yg ngga ada 300m aku tetep pake helm bukan karna etilang tp malu cuy;sejauh rumah ke alfa yg ngga ada m aku tetep pake helm bukan karna etilang tp malu cuy;['rumah', 'alfa', 'm', 'tetep', 'pakai', 'helm', 'etilang', 'malu', 'cuy']
@rocksta83619993 @vamsipspk33 @PawanKalyan @ysjagan Denni kuda gang banga antare babu @ysjagan . Epudu matram  bayatiki vellaknadi etle pade kadataru https://t.co/UXBwK5jppq;    denni kuda gang banga antare babu   epudu matram bayatiki vellaknadi etle pade kadataru ;['denni', 'kuda', 'gang', 'banga', 'antare', 'babu', 'epudu', 'matram', 'bayatiki', 'vellaknadi', 'etle', 'pade', 'kadataru']
Ngurus tilang elektronik lebih gampang ketimbang tilang manual. Pake hape doang bisa. https://t.co/YPsGcpNMZw;ngurus tilang elektronik lebih gampang ketimbang tilang manual pake hape doang bisa ;['urus', 'bukti', 'langgar', 'elektronik', 'gampang', 'ketimbang', 'bukti', 'langgar', 'manual', 'pakai', 'hape', 'doang']
Tertibkan Pengendara Pasca Pemberlakuan ETLE, Polsek Sukawati Gelar Razia Lalu Lintas https://t.co/yXqivbXGyN;tertibkan pengendara pasca pemberlakuan etle polsek sukawati gelar razia lalu lintas ;['tertib', 'kendara', 'pasca', 'laku', 'etle', 'polsek', 'sukawati', 'gelar', 'razia', 'lintas']
"Tegaskan Berantas Pungli, Kapolri: Setop Setoran ke Atasan! 

#koranjakarta #kapolri #polantas #polisi #kapolri #tilang #pungli #etle #oknum #tilangmanualdihapus #infoterkini #indonesia #news #update

https://t.co/4DCCdHpkuP";tegaskan berantas pungli kapolri setop setoran ke atasan               ;['tegas', 'berantas', 'pungut', 'liar', 'kapolri', 'setop', 'setor', 'atas']
@KompasTV Katanya sudah pake e-tilang? Piye to pak; katanya sudah pake etilang piye to pak;['pakai', 'etilang', 'to']
Kamera Tilang Elektronik Sudah Ada di Sudut-Sudut Kota Serang https://t.co/f7OEQa69Ra;kamera tilang elektronik sudah ada di sudutsudut kota serang ;['kamera', 'bukti', 'langgar', 'elektronik', 'sudutsudut', 'kota', 'serang']
@keuangannews_id Kalo kamera ETLE saya yaqin gak bakal kesamber petir atau internetnya mati; kalo kamera etle saya yaqin gak bakal kesamber petir atau internetnya mati;['kamera', 'etle', 'yaqin', 'kesamber', 'petir', 'internetnya', 'mati']
Penguatan Tilang Elektronik, Komisi III Dukung Penyitaan Kendaraan Tanpa Nopol https://t.co/nRhtY3CZLn;penguatan tilang elektronik komisi ii dukung penyitaan kendaraan tanpa nopol ;['kuat', 'bukti', 'langgar', 'elektronik', 'komisi', 'ii', 'dukung', 'sita', 'kendara', 'nopol']
@siddtalks Oh, sarfaraz sudhi j follow karyu tu... Actually tamara jetlu follow nai karta etle sir..  thank u🙏; oh sarfaraz sudhi j follow karyu tu actually tamara jetlu follow nai karta etle sir thank u;['oh', 'sarfaraz', 'sudhi', 'j', 'follow', 'karyu', 'tu', 'actually', 'tamara', 'jetlu', 'follow', 'nai', 'karta', 'etle', 'sir', 'thank']
Tilang Elektronik Bukan Buat Banyak-banyakan Nilang, Tapi Biar Masyarakat Tertib https://t.co/25ePs526Py;tilang elektronik bukan buat banyakbanyakan nilang tapi biar masyarakat tertib ;['bukti', 'langgar', 'elektronik', 'banyakbanyakan', 'tilang', 'masyarakat', 'tertib']
@siapkawalpolri Tilang elektronik ini baik untuk bisa dijadikan aturan baru. Biar pelanggar lalu lintas sadar akan kesalahan yang diperbuat @ListyoSigitP; tilang elektronik ini baik untuk bisa dijadikan aturan baru biar pelanggar lalu lintas sadar akan kesalahan yang diperbuat ;['bukti', 'langgar', 'elektronik', 'jadi', 'atur', 'langgar', 'lintas', 'sadar', 'salah']
"Bhabinkamtibmas Polsek Pulau Raja AIPDA HERDIK F. SITORUS menghimbau kepada Masyarakat agar mendownload aplikasi super polri app di play store untuk mendapatkan pelayanan online sbb : 
1. Pengaduan Masyarakat
2. SIM Online
3. Pengurusan STNK Online
4. Tilang Online ( ETLE ) https://t.co/sAI8Daad4K";bhabinkamtibmas polsek pulau raja aipda herdik f sitorus menghimbau kepada masyarakat agar mendownload aplikasi super polri app di play store untuk mendapatkan pelayanan online sbb   pengaduan masyarakat  sim online  pengurusan stnk online  tilang online  etle  ;['bhabinkamtibmas', 'polsek', 'pulau', 'raja', 'aipda', 'herdik', 'f', 'sitorus', 'menghimbau', 'masyarakat', 'mendownload', 'aplikasi', 'super', 'polri', 'app', 'play', 'store', 'layan', 'online', 'adu', 'masyarakat', 'sim', 'online', 'urus', 'stnk', 'online', 'bukti', 'langgar', 'online', 'etle']
#KawalAmanG20 Korlantas Polri akan memaksimalkan penggunaan kamera tilang elektronik atau ETLE dan kendaraan listrik untuk pengamanan dan penjagaan di acara Presidensi G20 di Bali. Sinergi Jaga Kondusifitas https://t.co/jbhJgdw5Db; korlantas polri akan memaksimalkan penggunaan kamera tilang elektronik atau etle dan kendaraan listrik untuk pengamanan dan penjagaan di acara presidensi g di bali sinergi jaga kondusifitas ;['korlantas', 'polri', 'maksimal', 'guna', 'kamera', 'bukti', 'langgar', 'elektronik', 'etle', 'kendara', 'listrik', 'aman', 'jaga', 'acara', 'presidensi', 'g', 'bal', 'sinergi', 'jaga', 'kondusifitas']
A thread  - Sebuah solusi kalo kena tilang elektronik🚨;a thread  sebuah solusi kalo kena tilang elektronik;['a', 'thread', 'solusi', 'kena', 'bukti', 'langgar', 'elektronik']
@dik_andreas @e100ss Sejak diberlakukannya e-tilang, jarang sekali terlihat polisi di jalanan.;  sejak diberlakukannya etilang jarang sekali terlihat polisi di jalanan;['laku', 'etilang', 'jarang', 'polisi', 'jalan']
@angrhdk @txtdrberseragam Oalaah ente kaya gatau polisi aja. Ke orang awam dia langsung minta duit bang. Gaada bilang etle. W ngalamin. Bacot doang etle2 an;  oalaah ente kaya gatau polisi aja ke orang awam dia langsung minta duit bang gaada bilang etle w ngalamin bacot doang etle an;['oalaah', 'kaya', 'polisi', 'orang', 'awam', 'langsung', 'duit', 'bang', 'uang', 'bilang', 'etle', 'w', 'ngalamin', 'bicara', 'doang', 'etle', 'an']
FOTO: ETLE Mobile 'Blusukan' Cari Pengemudi Nakal di Jakarta https://t.co/ciPz1luAsh;foto etle mobile blusukan cari pengemudi nakal di jakarta ;['foto', 'etle', 'mobile', 'blusukan', 'cari', 'kemudi', 'nakal', 'jakarta']
Pemasangan stiker Himbauan kamseltibcarlantas sekaligus Sosialisasi Etle Di Kab. Lahat. https://t.co/I0hekeiRy0;pemasangan stiker himbauan kamseltibcarlantas sekaligus sosialisasi etle di kab lahat ;['pasang', 'stiker', 'himbauan', 'kamseltibcarlantas', 'sosialisasi', 'etle', 'kabupaten', 'lahat']
Polantas di Riau akan Dibekali Kamera ETLE Mobile Rekam Pelanggar Lalu Lintas, Petugas Foto Pakai HP https://t.co/VpvVsPnQMk;polantas di riau akan dibekali kamera etle mobile rekam pelanggar lalu lintas petugas foto pakai hp ;['polisi', 'lintas', 'riau', 'bekal', 'kamera', 'etle', 'mobile', 'rekam', 'langgar', 'lintas', 'tugas', 'foto', 'pakai', 'hp']
"Jumlah dakgar lantas selama 1x24 jam yang tercapture oleh kamera Etle &amp; Handheld https://t.co/6dY2VffGP8";jumlah dakgar lantas selama x jam yang tercapture oleh kamera etle dan handheld ;['dakgar', 'lantas', 'x', 'jam', 'tercapture', 'kamera', 'etle', 'handheld']
@JogjaUpdate Biar ga kena e-tilang; biar ga kena etilang;['kena', 'etilang']
"WNA yang kena tilang elektronik akan dicekal keluar Indonesia.

#merahputihcom #WNA #tilang #elektronik #Indonesia 

https://t.co/jJQ1TK14N2";wna yang kena tilang elektronik akan dicekal keluar indonesia      ;['wna', 'kena', 'bukti', 'langgar', 'elektronik', 'cekal', 'indonesia']
@detikcom Segala cara ditempuh demi hindari tilang elektronik... ya gak begitu juga caranya bambang🤦‍♂️; segala cara ditempuh demi hindari tilang elektronik ya gak begitu juga caranya bambang;['tempuh', 'hindar', 'bukti', 'langgar', 'elektronik', 'iya', 'bambang']
Kabupaten OKU berlakukan tilang elektronik Januari 2023  https://t.co/mpHzkHrYP1;kabupaten oku berlakukan tilang elektronik januari  ;['kabupaten', 'oku', 'laku', 'bukti', 'langgar', 'elektronik', 'januari']
Udah pada tahu belom gimana cara ngurus tilang elektronik? https://t.co/9bfm2qokVB;udah pada tahu belom gimana cara ngurus tilang elektronik ;['urus', 'bukti', 'langgar', 'elektronik']
"Gampang Banget! Ini Cara Urus STNK Diblokir karena Tilang Elektronik

https://t.co/6rHoVx3RZy

#reqnews #STNK #ETLE #SIM";gampang banget ini cara urus stnk diblokir karena tilang elektronik     ;['gampang', 'banget', 'urus', 'stnk', 'blokir', 'bukti', 'langgar', 'elektronik']
Warga Bali, yuk ketahui aturan ETLE atau tilang elektronik, dan jenis-jenis pelanggarannya! https://t.co/64ims5dK2j;warga bali yuk ketahui aturan etle atau tilang elektronik dan jenisjenis pelanggarannya ;['warga', 'bal', 'yuk', 'tahu', 'atur', 'etle', 'bukti', 'langgar', 'elektronik', 'jenisjenis', 'langgar']
Siap-siap, Tilang Elektronik ETLE Mobile Berlaku Mulai Hari Ini di Tangsel https://t.co/PfkXqJJOYX;siapsiap tilang elektronik etle mobile berlaku mulai hari ini di tangsel ;['siapsiap', 'bukti', 'langgar', 'elektronik', 'etle', 'mobile', 'laku', 'tangsel']
Polda Metro Jaya Siap Gantikan Tilang Manual dengan ETLE Mobile 6 Desember Mendatang https://t.co/BCnlWomOGh;polda metro jaya siap gantikan tilang manual dengan etle mobile  desember mendatang ;['polda', 'metro', 'jaya', 'ganti', 'bukti', 'langgar', 'manual', 'etle', 'mobile', 'desember']
"Jumlah dakgar lantas selama 1x24 jam yang tercapture kamera Etle &amp; Handheld https://t.co/AA16txnjaO";jumlah dakgar lantas selama x jam yang tercapture kamera etle dan handheld ;['dakgar', 'lantas', 'x', 'jam', 'tercapture', 'kamera', 'etle', 'handheld']
Hari Ini Tilang Menggunakan ETLE Mulai Berlaku di Bali https://t.co/m7l3513Q6G;hari ini tilang menggunakan etle mulai berlaku di bali ;['bukti', 'langgar', 'etle', 'laku', 'bal']
Satlantas Polres Kotim Akan Berlakukan Tilang Elektronik https://t.co/5xraJOLkvl;satlantas polres kotim akan berlakukan tilang elektronik ;['satlantas', 'polres', 'kotim', 'laku', 'bukti', 'langgar', 'elektronik']
"Haloo adik sanak masyarakat Kota Bengkulu.
Yuk simak rencana titik pemasangan Kamera CCTV ETLE di wilayah Kota Bengkulu. 
Tetap patuhi peraturan berlalulintas yo adik sanak. 

@ditlantaspoldabengkulu https://t.co/qzPnWrEa17";haloo adik sanak masyarakat kota bengkulu yuk simak rencana titik pemasangan kamera cctv etle di wilayah kota bengkulu tetap patuhi peraturan berlalulintas yo adik sanak  ;['haloo', 'adik', 'sanak', 'masyarakat', 'kota', 'bengkulu', 'yuk', 'simak', 'rencana', 'titik', 'pasang', 'kamera', 'cctv', 'etle', 'wilayah', 'kota', 'bengkulu', 'patuh', 'atur', 'berlalulintas', 'iya', 'adik', 'sanak']
"Polres Metro Tangerang kota akan terapkan tilang Elektronik

#harianposkota #poskota #poskotacoid #viral #polisi #ploresmetro #tangerang #tilang 

https://t.co/tlp5yZX9MG";polres metro tangerang kota akan terapkan tilang elektronik         ;['polres', 'metro', 'tangerang', 'kota', 'terap', 'bukti', 'langgar', 'elektronik']
Masih Awam, Berikut Mekanisme Tilang ETLE Berbasis Mobile dan Cara Membayar Dendanya https://t.co/mlB138LfML;masih awam berikut mekanisme tilang etle berbasis mobile dan cara membayar dendanya ;['awam', 'mekanisme', 'bukti', 'langgar', 'etle', 'bas', 'mobile', 'bayar', 'denda']
